R package version: 0.0-30
Summary type: mean
Test type: t-test
x-axis treatment: 27
x-axis medium: SDM_rhk_CTGN
x-axis screen ID: QFA0141
x-axis screen name: Addinall et al. (2011) 27C ura3
x-axis libraries: SDLV2_384_SDLV3_384
x-axis client: DAL
x-axis user: SGA
x-axis date: 2010/01/18
x-axis PI: DAL
x-axis condition: SDM_rhk_CTGN
x-axis inoculation type: DIL
x-axis fitness definition: MDRMDP
y-axis treatment: 30
y-axis medium: SDM_rhk_CTGN
y-axis screen ID: QFA0139
y-axis screen name: Addinall et al. (2011) 30C yku70
y-axis libraries: SDLV2_384_SDLV3_384
y-axis client: DAL
y-axis user: SGA
y-axis date: 2009/08/28
y-axis PI: DAL
y-axis condition: SDM_rhk_CTGN
y-axis inoculation type: DIL
y-axis fitness definition: MDRMDP
#########################################################
ORF	Gene	P	Q	GIS	QueryFitnessSummary	ControlFitnessSummary	QuerySE	ControlSE	QueryCount	ControlCount	TestType	Type
YLL009C	COX17	0.0505138	0.614465	-54.5095	37.4313	91.8752	18.7326	17.236	8	8	t-test	E
YMR186W	HSC82	0.0621456	0.656337	-54.055	78.523	132.483	24.3432	2.62298	8	8	t-test	E
YLR065C	ENV10	0.066949	0.664111	-53.6233	29.7078	83.2716	18.811	19.3493	8	8	t-test	E
YML006C	GIS4	0.169482	0.747495	-53.62	91.6853	145.201	20.6263	30.383	8	8	t-test	E
YGL127C	SOH1	0.0659187	0.664111	-52.8815	62.6691	115.468	18.8673	18.6098	8	8	t-test	E
YPR024W	YME1	0.0170776	0.467725	-52.8063	13.0118	65.771	13.0118	14.4987	8	8	t-test	E
YEL014C	YEL014C	0.0780869	0.689994	-52.2542	89.1479	141.301	25.195	4.48105	8	8	t-test	E
YBR093C	PHO5	0.00472036	0.241374	-52.1858	50.7938	102.906	12.8164	7.61721	8	8	t-test	E
YER119C-A	YER119C-A	0.0502183	0.612606	-51.5278	66.9229	118.366	21.8031	1.83449	8	8	t-test	E
YLR313C	SPH1	0.102342	0.714565	-51.1923	89.8183	140.91	27.0981	4.35578	8	8	t-test	E
YPL055C	LGE1	0.226698	0.776575	-51.0815	95.0529	146.03	16.0341	36.1395	8	8	t-test	E
YBR231C	SWC5	0.0261442	0.51352	-50.8787	69.7257	120.518	18.0872	3.80253	8	8	t-test	E
YAL002W	VPS8	0.0606888	0.653127	-50.7353	75.2129	125.858	22.6137	4.09583	8	8	t-test	E
YMR307W	GAS1	0.0560341	0.633186	-50.6111	57.3217	107.856	19.2059	14.6122	8	8	t-test	E
YNL064C	YDJ1	0.0275393	0.525573	-50.3698	89.3888	139.659	13.9204	14.9934	8	8	t-test	E
YNL231C	PDR16	0.0975784	0.705668	-49.9382	83.3301	133.173	26.103	1.83671	8	8	t-test	E
YPL226W	NEW1	0.0195619	0.489629	-49.7365	36.4452	86.1202	14.8065	11.4414	8	8	t-test	E
YPR045C	THP3	0.0240168	0.507149	-49.6733	62.3993	111.993	16.9094	7.90988	8	8	t-test	E
YNL058C	YNL058C	0.0899315	0.698462	-49.5231	78.3378	127.77	25.1183	2.88646	8	8	t-test	E
YOR221C	MCT1	0.0322887	0.552382	-49.4173	69.7886	119.121	16.5704	12.2255	8	8	t-test	E
YNL288W	CAF40	0.0943328	0.701171	-49.0885	79.7262	128.723	25.3529	1.84486	8	8	t-test	E
YBR019C	GAL10	0.144377	0.722182	-48.5989	98.7047	147.198	29.4332	4.08663	8	8	t-test	E
YOR297C	TIM18	0.117709	0.722182	-47.853	45.0718	92.8584	20.2407	20.3398	8	8	t-test	E
YDR071C	PAA1	0.11445	0.72168	-47.8452	85.8519	133.602	26.3959	4.12617	8	8	t-test	E
YKL041W	VPS24	0.0668766	0.664111	-47.7781	57.4741	105.177	21.9635	3.41666	8	8	t-test	E
YPL081W	RPS9A	0.0703939	0.664111	-47.155	86.4174	133.477	22.0778	2.19201	8	8	t-test	E
YNL315C	ATP11	0.0396078	0.572135	-47.1325	48.8377	95.9016	18.5286	5.13575	8	8	t-test	E
YLR343W	GAS2	0.0800798	0.689994	-46.9787	83.4612	130.347	22.9186	2.57782	8	8	t-test	E
YBR111C	YSA1	0.145859	0.722182	-46.9724	94.2963	141.168	28.5826	3.79568	8	8	t-test	E
YMR060C	SAM37	0.068332	0.664111	-46.7208	72.2527	118.888	21.5438	4.55694	8	8	t-test	E
YBR131W	CCZ1	0.0248392	0.507149	-46.5624	0	46.5291	0	16.3504	8	8	t-test	E
YMR038C	CCS1	0.179427	0.758508	-46.5173	27.9137	74.3778	18.3763	27.0056	8	8	t-test	E
YNL286W	CUS2	0.0691036	0.664111	-46.0373	89.7208	135.661	21.3397	3.99574	8	8	t-test	E
