R package version: 0.0-12
Summary type: mean
Test type: t-test
Control treatment: 27C
Control medium: SDM_rhk_CTGN
Control screen ID: QFA0028
Control screen name: Addinall et al. (2011) ura3D
Control libraries: SDLV2_384_SDLV3_384
Control client: DAL
Control user: SGA
Control date: 2010/01/18
Query treatment: 30C
Query medium: SDM_rhk_CTGN
Query screen ID: QFA0035
Query screen name: Addinall et al. (2011) yku70D
Query libraries: SDLV2_384_SDLV3_384
Query client: DAL
Query user: SGA
Query date: 2009/08/28 
#########################################################
ORF	Gene	P	Q	GIS	QueryFitnessSummary	ControlFitnessSummary	QuerySE	ControlSE	QueryCount	ControlCount	TestType	Type
YAR031W	PRM9	0.138831	0.702927	-44.8126	99.6328	143.744	26.7409	3.12814	8	16	t-test	S
YLR431C	ATG23	0.0753913	0.608824	-44.6391	83.4417	127.459	21.3908	0.93352	8	16	t-test	S
YMR060C	SAM37	0.0692961	0.598505	-44.1167	69.0283	112.596	20.582	0.474884	8	16	t-test	S
YDL062W	YDL062W	0.14291	0.707932	-44.0188	69.7159	113.182	26.651	1.64445	8	16	t-test	S
YBR104W	YMC2	0.132518	0.690553	-43.9463	97.2992	140.56	25.6868	3.70551	8	16	t-test	S
YCR028C-A	RIM1	0.0371111	0.511504	-43.8537	64.7214	108.048	17.0628	2.04157	8	16	t-test	S
YML013W	SEL1	0.0656099	0.593114	-43.8436	63.3012	106.625	19.9362	4.63869	8	16	t-test	S
YGR105W	VMA21	0.0396143	0.52154	-43.7956	19.0954	62.5856	15.0686	12.4511	8	16	t-test	S
YBR131W	CCZ1	0.00173885	0.0969691	-43.5592	0	43.3477	0	11.4036	8	16	t-test	S
YAL053W	FLC2	0.142057	0.707932	-43.4755	99.9431	142.722	26.2448	1.95331	8	16	t-test	S
YBR261C	YBR261C	0.0901429	0.626353	-43.3992	90.9899	133.737	22.0302	2.52361	8	16	t-test	S
YLR414C	YLR414C	0.134443	0.695743	-43.2235	85.5515	128.15	25.4867	2.41254	8	16	t-test	S
YNL294C	RIM21	0.118555	0.667201	-43.2162	77.1207	119.753	24.294	0.751061	8	16	t-test	S
YMR003W	YMR003W	0.144347	0.707932	-43.0001	88.2963	130.659	26.1555	1.17864	8	16	t-test	S
YDL184C	RPL41A	0.163066	0.727039	-42.7406	91.8718	133.959	27.383	2.02203	8	16	t-test	S
YMR038C	CCS1	0.071547	0.6002	-42.733	26.9023	69.2971	17.6502	13.0976	8	16	t-test	S
YML117W-A	YML117W-A	0.0542762	0.575461	-42.4642	87.6362	129.469	18.375	1.6492	8	16	t-test	S
YMR198W	CIK1	0.0809962	0.619411	-42.212	65.6524	107.341	20.693	1.66951	8	16	t-test	S
YDR469W	SDC1	0.118296	0.667201	-42.08	65.0334	106.593	23.5529	2.99839	8	16	t-test	S
YDR378C	LSM6	0.0018357	0.100268	-41.97	13.1057	54.8083	6.95824	9.54342	8	16	t-test	S
YDL020C	RPN4	0.0859764	0.619411	-41.9251	55.0019	96.4564	20.96	1.92433	8	16	t-test	S
YPR045C	MNI2	0.0382086	0.514318	-41.6066	61.1801	102.288	16.3094	2.21949	8	16	t-test	S
YPL088W	YPL088W	0.108636	0.64569	-41.5588	89.0129	129.938	22.5711	1.98941	8	16	t-test	S
YKL184W	SPE1	0.00150402	0.0872737	-41.5539	0	41.3521	0	10.6791	8	16	t-test	S
YBL008W	HIR1	0.162091	0.727039	-41.1431	88.173	128.688	26.2536	2.68382	8	16	t-test	S
YOR080W	DIA2	0.0054676	0.202112	-40.8613	0	40.6629	0	12.5409	8	16	t-test	S
YBR150C	TBS1	0.102267	0.638275	-40.5988	99.8477	139.765	21.5142	3.00997	8	16	t-test	S
YNR041C	COQ2	0.131409	0.690553	-40.1755	79.7057	119.299	23.5147	0.916902	8	16	t-test	S
YMR087W	YMR087W	0.0978617	0.635857	-39.9729	91.0823	130.419	20.9131	1.5538	8	16	t-test	S
YDR508C	GNP1	0.185594	0.74284	-39.7486	92.2346	131.342	27.0725	0.83441	8	16	t-test	S
YMR307W	GAS1	0.0647505	0.593114	-39.7065	54.2947	93.5448	17.9981	3.99922	8	16	t-test	S
YCR053W	THR4	0.111094	0.65429	-39.5331	62.4498	101.488	21.6654	1.46093	8	16	t-test	S
YDL013W	HEX3	0.0152937	0.353071	-39.4947	9.44392	48.701	6.20916	13.4747	8	16	t-test	S
YMR216C	SKY1	0.112473	0.656197	-39.3876	79.0996	117.912	21.6926	1.2079	8	16	t-test	S
YLR428C	YLR428C	0.195459	0.747337	-39.1771	93.0825	131.618	27.3295	2.01737	8	16	t-test	S
YLR192C	HCR1	0.0573398	0.586001	-39.0899	41.5955	80.2936	16.2906	8.5788	8	16	t-test	S
YAR003W	SWD1	0.0576195	0.586001	-38.9811	28.9282	67.5796	15.5802	10.4446	8	16	t-test	S
YLR451W	LEU3	0.117847	0.667201	-38.8688	93.6314	131.857	21.7857	1.35115	8	16	t-test	S
YMR004W	MVP1	0.173417	0.733689	-38.8436	86.8964	125.129	25.595	1.80565	8	16	t-test	S
YBL007C	SLA1	0.152583	0.72027	-38.7837	81.0687	119.27	24.08	2.836	8	16	t-test	S
YNL064C	YDJ1	0.0324732	0.48573	-38.774	86.9054	125.069	13.4449	9.16688	8	16	t-test	S
YPL183W-A	RTC6	0.101169	0.637102	-38.6743	85.7654	123.835	20.4517	2.15891	8	16	t-test	S
YBR114W	RAD16	0.101584	0.637155	-38.5849	97.4499	135.374	20.4125	2.59816	8	16	t-test	S
YBR169C	SSE2	0.204939	0.753262	-38.5107	105.714	143.525	27.4317	3.35829	8	16	t-test	S
YPL081W	RPS9A	0.0761974	0.608824	-38.4261	94.7154	132.495	18.4698	1.22179	8	16	t-test	S
YER151C	UBP3	0.0956209	0.635857	-38.3221	66.3488	104.163	19.7432	3.95383	8	16	t-test	S
YLR361C	DCR2	0.106035	0.645446	-38.1084	97.6826	135.132	20.4578	2.90992	8	16	t-test	S
YML097C	VPS9	0.0910585	0.626611	-38.0268	64.9852	102.512	19.4009	1.36746	8	16	t-test	S
YGL127C	SOH1	0.0603248	0.589317	-38.0108	57.3474	94.8951	16.9799	1.16938	8	16	t-test	S
YEL059W	YEL059W	0.112042	0.656028	-37.9495	91.8159	129.135	20.8339	2.18565	8	16	t-test	S
YER149C	PEA2	0.241277	0.767778	-37.8731	99.9863	137.19	29.5491	1.81488	8	16	t-test	S
YAL011W	SWC3	0.035886	0.505227	-37.8606	87.1697	124.423	14.6041	1.51411	8	16	t-test	S
YBR030W	YBR030W	0.238069	0.767778	-37.8288	99.2169	136.38	29.2303	2.98369	8	16	t-test	S
YMR068W	AVO2	0.137983	0.702316	-37.178	95.767	132.3	22.171	1.74458	8	16	t-test	S
YMR244C-A	YMR244C-A	0.128193	0.687581	-37.1478	91.0087	127.534	21.505	1.66992	8	16	t-test	S
YBL085W	BOI1	0.219342	0.762932	-37.0824	106.194	142.581	27.3729	3.20249	8	16	t-test	S
YBR248C	HIS7	0.0152583	0.353071	-36.9709	8.74434	45.4933	5.73485	12.6352	8	16	t-test	S
YDL110C	TMA17	0.166569	0.730023	-36.9611	96.4695	132.783	23.8839	2.27075	8	16	t-test	S
YFL054C	YFL054C	0.270617	0.776756	-36.789	104.339	140.442	30.7313	1.59784	8	16	t-test	S
YMR092C	AIP1	0.130029	0.690327	-36.7119	92.4808	128.565	21.38	1.47252	8	16	t-test	S
YER095W	RAD51	0.139128	0.702927	-36.6786	74.3038	110.443	21.927	2.18872	8	16	t-test	S
YNL171C	0	0.0647495	0.593114	-36.4258	61.943	97.8912	16.5632	2.89183	8	16	t-test	S
YMR258C	YMR258C	0.222346	0.766253	-36.2555	80.4632	116.152	25.3952	11.3752	8	16	t-test	S
YOR078W	BUD21	0.00262795	0.128232	-36.1885	7.05368	43.0323	4.61872	9.4641	8	16	t-test	S
YBL053W	YBL053W	0.309672	0.790905	-36.1463	108.992	144.434	32.5888	6.21005	8	16	t-test	S
YAR044W	OSH1	0.273932	0.777866	-36.0478	102.729	138.103	30.2876	2.69641	8	16	t-test	S
YGL163C	RAD54	0.0845645	0.619411	-35.9962	81.3577	116.784	17.8614	2.44628	8	16	t-test	S
YPL172C	COX10	0.118461	0.667201	-35.8947	89.5997	124.885	20.087	2.79031	8	16	t-test	S
YBR076W	ECM8	0.124249	0.679856	-35.8778	55.5011	90.9353	19.3965	9.02518	8	16	t-test	S
YGL063W	PUS2	0.160125	0.727039	-35.8263	98.259	133.434	22.79	0.990767	8	16	t-test	S
YLR061W	RPL22A	0.0116779	0.303907	-35.7658	5.46446	41.0301	5.46446	11.6292	8	16	t-test	S
YBL047C	EDE1	0.146836	0.714512	-35.7619	97.4909	132.606	21.8743	2.0059	8	16	t-test	S
YJR118C	ILM1	0.133662	0.694006	-35.5493	68.018	103.064	20.6619	4.89405	8	16	t-test	S
YMR223W	UBP8	0.160822	0.727039	-35.4541	66.8919	101.849	21.145	10.1477	8	16	t-test	S
YBR064W	YBR064W	0.191328	0.746661	-34.8466	103.586	137.761	24.001	2.74768	8	16	t-test	S
YML062C	MFT1	0.0762266	0.608824	-34.8298	88.3877	122.619	16.7297	1.61259	8	16	t-test	S
YER139C	YER139C	0.20283	0.753262	-34.8107	92.6383	126.83	24.7498	1.51586	8	16	t-test	S
YNL275W	BOR1	0.274158	0.777866	-34.5137	87.8573	121.777	27.2465	12.0165	8	16	t-test	S
YLR349W	YLR349W	0.185734	0.74284	-34.0456	98.2204	131.624	23.1736	1.53902	8	16	t-test	S
YBR009C	HHF1	0.239861	0.767778	-33.9547	95.3581	128.685	26.4025	1.65422	8	16	t-test	S
YBR077C	SLM4	0.257004	0.773091	-33.9473	103.932	137.21	27.4674	1.86573	8	16	t-test	S
YKL214C	YRA2	0.220038	0.76382	-33.9426	100.718	134.007	25.1769	1.48255	8	16	t-test	S
YHL047C	ARN2	0.18333	0.74284	-33.5634	101.865	134.771	22.7111	1.29469	8	16	t-test	S
YBR221C	PDB1	0.19719	0.747337	-33.506	99.9275	132.786	23.448	2.2804	8	16	t-test	S
YMR207C	HFA1	0.0767055	0.608824	-33.4475	85.2941	118.165	16.0673	2.29977	8	16	t-test	S
YOR084W	YOR084W	0.291454	0.784177	-33.2213	98.5896	131.171	29.069	2.07821	8	16	t-test	S
YJL029C	VPS53	0.059585	0.589317	-33.0927	13.9979	46.8619	11.1798	12.187	8	16	t-test	S
