R package version: 0.0-13
Summary type: mean
Test type: t-test
Control treatment: 20C
Control medium: SDM_rhk_CTGN
Control screen ID: QFA0028
Control screen name: Addinall et al. (2011) ura3D
Control libraries: SDLV2_384_SDLV3_384
Control client: DAL
Control user: SGA
Control date: 2010/01/18
Query treatment: 20C
Query medium: SDM_rhlk_CTGH
Query screen ID: QFA0029
Query screen name: Addinall et al. (2011) cdc13-1
Query libraries: SDLV2_384_SDLV3_384
Query client: DAL
Query user: SGA
Query date: 2009/11/16
#########################################################
ORF	Gene	P	Q	GIS	QueryFitnessSummary	ControlFitnessSummary	QuerySE	ControlSE	QueryCount	ControlCount	TestType	Type
YGR197C	SNG1	0.329321	1	-11.1109	69.2854	81.9027	1.66296	10.5087	8	8	t-test	E
YMR243C	ZRC1	0.0139209	0.335822	-10.9486	63.4021	75.7439	1.95918	3.24448	8	8	t-test	E
YKL184W	SPE1	0.329083	1	-10.8869	9.15911	20.4216	8.99066	6.08037	8	8	t-test	E
YDR316W	OMS1	0.00315717	0.133471	-10.8593	66.7855	79.0996	1.50361	2.50849	8	8	t-test	E
YMR023C	MSS1	0.00288899	0.125306	-10.8334	64.9478	77.2011	2.21891	2.07225	8	8	t-test	E
YMR154C	RIM13	0.00693727	0.230435	-10.809	62.231	74.4085	1.79588	2.80417	8	8	t-test	E
YMR063W	RIM9	0.00136774	0.0743425	-10.7897	57.4432	69.5114	1.76367	2.06118	8	8	t-test	E
YOL008W	COQ10	3.49265e-05	0.00428498	-10.7823	51.239	63.1834	1.11152	1.39119	8	8	t-test	E
YGL255W	ZRT1	0.507159	1	-10.6991	17.5254	28.7534	14.1579	7.02757	8	8	t-test	E
YNL295W	YNL295W	0.000970782	0.0563316	-10.6624	63.4912	75.543	1.81664	1.84377	8	8	t-test	E
YGR105W	VMA21	0.494314	1	-10.5875	27.255	38.5516	10.8347	10.7	8	8	t-test	E
YNL037C	IDH1	0.33434	1	-10.5803	67.6602	79.7066	2.54313	9.98115	8	8	t-test	E
YAL013W	DEP1	0.0178638	0.39337	-10.5397	54.9248	66.6911	1.5208	3.38252	8	8	t-test	E
YLR290C	YLR290C	5.55815e-05	0.00582115	-10.4284	55.6586	67.3253	1.45061	1.05844	8	8	t-test	E
YKL040C	NFU1	0.0859576	0.856385	-10.3388	64.8165	76.5635	1.97003	5.00525	8	8	t-test	E
